"Identifier","Akt","mTOR","Akt_0.7_0.6","mTOR_0.7_0.6","Akt_0.7_0.7","mTOR_0.7_0.7","Akt_0.7_0.8","mTOR_0.7_0.8","Akt_0.7_0.9","mTOR_0.7_0.9","Akt_0.7_1","mTOR_0.7_1","Akt_0.8_0.6","mTOR_0.8_0.6","Akt_0.8_0.7","mTOR_0.8_0.7","Akt_0.8_0.8","mTOR_0.8_0.8","Akt_0.8_0.9","mTOR_0.8_0.9","Akt_0.8_1","mTOR_0.8_1","Akt_0.9_0.6","mTOR_0.9_0.6","Akt_0.9_0.7","mTOR_0.9_0.7","Akt_0.9_0.8","mTOR_0.9_0.8","Akt_0.9_0.9","mTOR_0.9_0.9","Akt_0.9_1","mTOR_0.9_1","Akt_0.95_0.6","mTOR_0.95_0.6","Akt_0.95_0.7","mTOR_0.95_0.7","Akt_0.95_0.8","mTOR_0.95_0.8","Akt_0.95_0.9","mTOR_0.95_0.9","Akt_0.95_1","mTOR_0.95_1"
"CACNB2;549;",NA,NA,0.196,0.221,0.408,0.032,0.792,0.104,0.003,0.075,0.366,0.179,0.303,0.113,0.157,0.109,0.509,0.231,0.096,0.087,0.493,0.06,0.531,0.159,0.249,0.261,0.524,0.125,0.25,0.053,0.655,0.126,0.145,0.126,0.381,0.112,0.579,0.138,0.88,0.145,0.376,0.143
"CACNG7;222;",NA,NA,0.021,0.298,0.002,0.217,0.001,0.095,0,0.301,0.007,0.048,0.008,0.316,0.004,0.182,0,0.387,0.008,0.194,0.001,0.129,0.032,0.159,0.004,0.284,0.02,0.113,0.017,0.364,0.006,0.229,0.067,0.256,0.117,0.192,0.081,0.092,0.166,0.171,0.026,0.213
"CACNG7;225;",NA,NA,0.018,0.25,0.005,0.443,0.001,0.255,0,0.434,0.001,0.321,0.024,0.344,0.002,0.3,0.004,0.406,0.011,0.182,0,0.477,0.002,0.199,0.002,0.523,0.004,0.251,0.002,0.128,0,0.495,0.003,0.583,0.008,0.271,0.021,0.212,0.002,0.297,0.008,0.332
"CACNG7;227;",NA,NA,0.424,0.399,0.112,0.739,0.038,0.367,0.834,0.416,0.083,0.445,0.488,0.294,0.085,0.298,0.187,0.409,0.155,0.296,0.126,0.486,0.276,0.492,0.096,0.509,0.112,0.418,0.337,0.149,0.136,0.499,0.479,0.581,0.146,0.253,0.147,0.208,0.023,0.754,0.397,0.363
"CACNG7;228;",NA,NA,0.056,0.489,0.002,0.447,0.009,0.124,0.022,0.411,0.012,0.243,0.051,0.265,0.009,0.264,0.017,0.471,0.014,0.28,0.005,0.407,0.007,0.405,0.025,0.3,0.003,0.563,0.005,0.068,0,0.393,0.008,0.247,0.008,0.341,0.02,0.277,0.001,0.699,0.003,0.388
"CACY;46;",NA,NA,0,0.198,0.006,0.186,0,0.231,0,0.104,0.001,0.336,0,0.032,0.001,0.009,0,0.036,0.001,0.06,0,0.016,0.008,0.017,0.003,0.032,0.004,0.069,0.001,0.03,0.001,0.014,0.005,0.114,0.003,0.226,0.007,0.097,0,0.033,0,0.052
"CAD-11;714;",NA,NA,0.132,0.251,0.007,0.437,0.009,0.159,0.1,0.428,0.016,0.104,0.05,0.316,0.035,0.267,0.023,0.309,0.047,0.342,0.007,0.457,0.027,0.438,0.035,0.432,0.014,0.262,0.028,0.413,0.003,0.187,0.077,0.376,0.07,0.197,0.072,0.102,0.106,0.685,0.029,0.322
"CAD-11;788;",NA,NA,0.349,0.293,0.179,0.459,0.042,0.319,0.68,0.125,0.098,0.48,0.438,0.111,0.094,0.126,0.206,0.164,0.282,0.289,0.185,0.159,0.275,0.076,0.059,0.113,0.143,0.156,0.304,0.132,0.147,0.096,0.464,0.161,0.246,0.149,0.126,0.172,0.034,0.437,0.411,0.148
"CAD;1406;",NA,NA,0.535,0.103,0.427,0.096,0.806,0.061,0.008,0.021,0.393,0.029,0.363,0.044,0.147,0.01,0.577,0.045,0.365,0.024,0.482,0.011,0.572,0.043,0.353,0.028,0.512,0.073,0.463,0.015,0.728,0.07,0.164,0.168,0.538,0.076,0.49,0.092,0.766,0.05,0.351,0.061
"CAD;1859;",NA,NA,0.003,0.068,0.011,0.025,0.017,0.09,0.013,0.029,0.01,0.104,0.018,0.496,0.015,0.31,0,0.391,0.027,0.39,0.007,0.464,0.012,0.276,0.005,0.56,0.013,0.519,0.003,0.235,0,0.547,0.011,0.645,0.007,0.366,0.004,0.345,0.002,0.081,0,0.317
"CAD;1900;",NA,NA,0.126,0.41,0.039,0.299,0.006,0.116,0.138,0.252,0.012,0.107,0.054,0.527,0.204,0.469,0.076,0.374,0.096,0.423,0.068,0.762,0.045,0.58,0.25,0.692,0.016,0.423,0.068,0.224,0.009,0.634,0.018,0.717,0.012,0.467,0.011,0.432,0.012,0.845,0.051,0.427
"CAD;1938;",NA,NA,0.004,0.157,0,0.108,0.001,0.027,0,0.126,0.008,0.031,0.011,0.044,0.01,0.014,0,0.052,0.027,0.087,0.004,0.044,0.005,0.1,0.008,0.045,0.008,0.047,0.001,0.033,0.008,0.055,0.015,0.088,0.007,0.085,0.002,0.137,0.021,0.039,0.008,0.027
"CAI;466;",NA,NA,0,0.111,0.001,0.017,0,0.134,0,0.215,0.001,0.065,0.004,0.06,0.002,0.011,0,0.03,0,0.038,0,0.007,0.004,0.04,0,0.016,0,0.038,0.003,0.03,0,0.021,0.005,0.056,0.008,0.057,0.001,0.024,0,0.061,0,0.053
"CALCOCO1;11;",NA,NA,0.411,0.264,0.478,0.352,0.812,0.099,0.119,0.15,0.416,0.085,0.415,0.251,0.478,0.252,0.568,0.306,0.289,0.245,0.628,0.422,0.579,0.479,0.534,0.164,0.513,0.263,0.342,0.087,0.731,0.127,0.115,0.222,0.256,0.238,0.57,0.059,0.772,0.777,0.41,0.284
"CALCOCO1;208;",NA,NA,0,0.095,0.002,0.009,0,0.061,0,0.026,0.001,0.066,0.006,0.12,0.008,0.28,0,0.148,0.026,0.106,0.002,0.052,0.011,0.117,0.009,0.053,0.01,0.136,0.004,0.381,0.001,0.094,0.011,0.127,0.011,0.206,0.003,0.167,0.005,0.137,0.002,0.174
"CALCOCO1;563;",NA,NA,0.156,0.786,0.062,0.827,0.013,0.971,0.088,0.744,0.026,0.883,0.069,0.572,0.025,0.861,0.046,0.756,0.038,0.658,0.004,0.716,0.041,0.746,0.06,0.708,0.007,0.758,0.032,0.633,0.009,0.725,0.031,0.48,0.037,0.282,0.019,0.556,0.022,0.862,0.03,0.714
"CALD1;170;",NA,NA,0.146,0.317,0.087,0.653,0.014,0.269,0.24,0.276,0.025,0.598,0.148,0.22,0.107,0.244,0.053,0.368,0.158,0.23,0.022,0.335,0.065,0.334,0.084,0.152,0.052,0.371,0.233,0.032,0.039,0.149,0.225,0.14,0.024,0.162,0.093,0.192,0.043,0.737,0.048,0.203
"CALD1;194;",NA,NA,0.001,0.181,0.001,0.12,0,0.153,0,0.084,0.003,0.224,0.003,0.142,0.003,0.105,0,0.179,0.001,0.129,0.001,0.09,0.003,0.051,0,0.045,0.014,0.101,0.002,0.055,0,0.079,0.009,0.183,0.004,0.2,0.004,0.05,0,0.149,0,0.09
"CALD1;526;",NA,NA,0.148,0.696,0.108,0.905,0.145,0.751,0.232,0.817,0.023,0.595,0.187,0.6,0.306,0.788,0.223,0.75,0.26,0.81,0.135,0.592,0.152,0.665,0.485,0.692,0.081,0.678,0.099,0.608,0.028,0.537,0.179,0.474,0.039,0.689,0.014,0.649,0.008,0.896,0.159,0.585
"CALM1;150;",NA,NA,0,0.331,0.005,0.091,0,0.213,0,0.105,0.004,0.404,0.007,0.033,0.001,0.019,0,0.032,0.008,0.052,0,0.006,0.007,0.049,0,0.027,0.014,0.05,0.002,0.027,0,0.009,0.012,0.115,0.004,0.117,0.008,0.041,0.019,0.02,0.009,0.026
"CALR;231;",NA,NA,0,0.144,0.003,0.027,0,0.074,0.001,0.058,0.001,0.069,0.007,0.104,0.008,0.203,0,0.146,0.028,0.146,0.003,0.069,0.004,0.078,0.007,0.048,0.008,0.075,0.001,0.036,0.001,0.077,0.009,0.114,0.004,0.148,0.014,0.14,0.006,0.118,0.001,0.112
"CALT;20;",NA,NA,0.005,0.29,0.003,0.114,0.001,0.383,0,0.143,0.008,0.151,0.01,0.129,0.016,0.107,0,0.236,0.034,0.209,0.004,0.129,0.01,0.263,0.009,0.24,0.016,0.355,0.004,0.119,0.01,0.157,0.053,0.157,0.066,0.238,0.033,0.167,0.085,0.069,0.015,0.119
"CALU;125;",NA,NA,0.004,0.13,0.001,0.028,0,0.123,0,0.112,0.004,0.063,0.007,0.09,0.01,0.096,0,0.065,0.02,0.088,0.003,0.023,0.013,0.135,0.003,0.124,0.011,0.111,0.001,0.092,0,0.198,0.027,0.222,0.016,0.26,0.017,0.222,0.002,0.126,0.005,0.165
"CALU;69;",NA,NA,0,0.126,0.004,0.006,0,0.068,0,0.194,0.004,0.117,0.009,0.043,0.004,0.008,0,0.025,0.013,0.026,0,0.005,0.005,0.023,0,0.026,0.002,0.013,0,0.013,0,0.032,0.004,0.069,0.004,0.116,0.005,0.103,0,0.027,0.002,0.092
"CAMK1;177;",NA,NA,0.028,0.103,0.04,0.217,0.001,0.161,0,0.162,0.003,0.161,0.015,0.101,0.008,0.067,0,0.149,0.008,0.093,0,0.097,0.008,0.284,0.004,0.14,0.007,0.147,0.002,0.051,0,0.094,0.015,0.216,0.006,0.099,0.003,0.242,0.002,0.121,0.008,0.171
"CAMK2A;286;",NA,NA,0.009,0.134,0.002,0.046,0.003,0.015,0.001,0.037,0.011,0.116,0.005,0.036,0.009,0.022,0,0.037,0.032,0.078,0.001,0.079,0.006,0.087,0.003,0.08,0,0.09,0.011,0.051,0,0.06,0.012,0.155,0.021,0.142,0.002,0.166,0.001,0.086,0,0.111
"CAMK2D;287;",NA,NA,0.009,0.129,0.002,0.03,0.003,0.018,0.001,0.03,0.012,0.126,0.005,0.035,0.009,0.015,0,0.037,0.032,0.058,0.001,0.081,0.006,0.087,0.003,0.078,0,0.093,0.011,0.049,0.001,0.066,0.012,0.156,0.02,0.138,0.002,0.158,0.001,0.084,0,0.095
"CAMK2D;315;",NA,NA,0.009,0.109,0.003,0.187,0.001,0.105,0.018,0.083,0.012,0.273,0.014,0.025,0.005,0.008,0,0.022,0.007,0.008,0.005,0.013,0.004,0.064,0.015,0.085,0.009,0.104,0.076,0.103,0.008,0.024,0.022,0.151,0.008,0.188,0.004,0.152,0.026,0.073,0.001,0.1
"CAMK2D;330;",NA,NA,0.003,0.195,0.001,0.253,0,0.198,0,0.398,0,0.068,0.002,0.128,0.007,0.081,0,0.052,0,0.043,0,0.184,0.009,0.193,0.004,0.06,0.012,0.073,0,0.035,0.001,0.088,0.072,0.153,0.065,0.086,0.034,0.111,0.092,0.085,0.013,0.063
"CAMK2D;331;",NA,NA,0.001,0.144,0,0.113,0,0.229,0,0.165,0.009,0.276,0.01,0.052,0.005,0.007,0,0.03,0.002,0.03,0,0.016,0.002,0.069,0.003,0.064,0.005,0.071,0.002,0.028,0,0.046,0,0.16,0,0.104,0.005,0.144,0.004,0.033,0.001,0.048
"CAMK2D;333;",NA,NA,0,0.151,0,0.184,0,0.077,0,0.11,0,0.302,0.001,0.028,0.004,0.019,0,0.019,0,0.051,0.003,0.019,0.006,0.062,0.005,0.035,0.01,0.037,0.003,0.068,0.002,0.009,0.014,0.064,0.001,0.083,0.011,0.101,0.021,0.04,0.009,0.027
"CAMK2D;334;",NA,NA,0.008,0.088,0.005,0.202,0.001,0.091,0,0.116,0.011,0.174,0.006,0.087,0.011,0.055,0,0.109,0.033,0.061,0.001,0.021,0.008,0.076,0.011,0.043,0.004,0.048,0.001,0.029,0,0.055,0.007,0.081,0.008,0.081,0.004,0.123,0.004,0.073,0,0.134
"CAMK2D;336;",NA,NA,0.006,0.253,0.01,0.125,0.001,0.17,0,0.061,0.012,0.166,0.005,0.15,0.004,0.204,0,0.156,0.037,0.096,0.001,0.029,0.029,0.116,0.012,0.02,0.018,0.058,0.015,0.157,0.003,0.093,0.013,0.149,0.019,0.141,0.007,0.087,0.023,0.085,0.008,0.107
"CAMK2D;337;",NA,NA,0.003,0.148,0.002,0.028,0.001,0.115,0,0.067,0.015,0.124,0.011,0.079,0.013,0.107,0.001,0.057,0.021,0.064,0,0.016,0.009,0.095,0.016,0.055,0.01,0.27,0,0.342,0,0.048,0.05,0.176,0.053,0.17,0.047,0.208,0.078,0.091,0.017,0.211
"CAMK2D;472;",NA,NA,0.02,0.267,0.005,0.081,0.002,0.078,0.001,0.025,0.002,0.191,0.013,0.064,0.008,0.041,0,0.073,0.037,0.159,0.001,0.088,0.016,0.068,0.002,0.076,0.005,0.085,0.012,0.042,0.003,0.114,0.013,0.238,0.012,0.101,0.004,0.104,0,0.106,0.005,0.073
"CAMK2G;287;",NA,NA,0.02,0.208,0.005,0.169,0.003,0.141,0.033,0.063,0.014,0.354,0.015,0.041,0.024,0.023,0,0.039,0.033,0.088,0.006,0.081,0.011,0.095,0.016,0.092,0.007,0.102,0.085,0.052,0.009,0.082,0.029,0.175,0.024,0.134,0.004,0.152,0.017,0.148,0.008,0.136
"CAMK2G;315;",NA,NA,0.008,0.117,0.001,0.169,0.027,0.141,0.001,0.112,0.018,0.238,0.007,0.033,0.046,0.009,0.002,0.019,0.005,0.002,0.006,0.015,0.003,0.051,0.007,0.089,0.025,0.088,0.005,0.096,0.006,0.022,0.06,0.162,0.057,0.22,0.021,0.173,0.051,0.07,0.029,0.078
"CAMK2G;319;",NA,NA,0,0.139,0,0.108,0.001,0.041,0,0.08,0.01,0.063,0.003,0.038,0.002,0.009,0,0.016,0,0.026,0,0.017,0.002,0.043,0.004,0.049,0,0.059,0.001,0.028,0,0.006,0.07,0.119,0.046,0.193,0.034,0.18,0.084,0.056,0.012,0.041
"CAMK2G;325;",NA,NA,0,0.077,0,0.017,0,0.016,0,0.038,0,0.018,0.006,0.078,0.006,0.073,0,0.036,0.011,0.087,0.006,0.01,0.01,0.098,0.003,0.024,0.009,0.251,0,0.06,0,0.018,0.009,0.111,0.004,0.119,0.004,0.05,0,0.046,0.001,0.037
"CAMK2G;334;",NA,NA,0,0.092,0,0.173,0.001,0.094,0,0.124,0.008,0.072,0,0.019,0.001,0.003,0,0.01,0,0.028,0,0.013,0.001,0.053,0.003,0.038,0.002,0.053,0,0.021,0,0.037,0,0.074,0,0.164,0,0.093,0.019,0.031,0,0.062
"CAMK2G;347;",NA,NA,0.003,0.168,0.002,0.138,0,0.168,0,0.365,0,0.043,0.008,0.178,0.011,0.155,0,0.13,0.025,0.122,0.004,0.131,0.022,0.255,0.002,0.039,0.011,0.045,0.001,0.363,0.004,0.058,0.009,0.147,0.014,0.122,0,0.061,0.016,0.03,0,0.154
"CAMK2G;348;",NA,NA,0,0.154,0,0.102,0,0.161,0,0.161,0.001,0.107,0.009,0.055,0.003,0.01,0,0.036,0.006,0.028,0,0.018,0.002,0.042,0,0.052,0.002,0.06,0,0.019,0,0.037,0.002,0.136,0.002,0.113,0.003,0.059,0,0.02,0.001,0.068
"CAMK2G;350;",NA,NA,0.009,0.161,0.058,0.254,0.007,0.07,0.264,0.118,0.007,0.312,0.079,0.028,0.03,0.03,0.04,0.021,0.002,0.061,0.014,0.022,0.023,0.09,0.015,0.049,0.035,0.078,0.212,0.077,0.029,0.017,0.164,0.164,0.002,0.104,0.047,0.2,0.015,0.069,0.025,0.03
"CAMK2G;371;",NA,NA,0.003,0.27,0.003,0.207,0,0.157,0.018,0.14,0.002,0.308,0.011,0.152,0.006,0.103,0,0.248,0.007,0.066,0.005,0.094,0.001,0.061,0.008,0.095,0.002,0.127,0.075,0.029,0.008,0.114,0.018,0.149,0.002,0.102,0.005,0.061,0.01,0.148,0.002,0.138
"CAMK2G;373;",NA,NA,0.009,0.159,0.056,0.255,0.007,0.071,0.264,0.118,0.006,0.31,0.079,0.028,0.029,0.027,0.04,0.021,0.002,0.055,0.021,0.022,0.021,0.097,0.015,0.071,0.034,0.086,0.212,0.137,0.029,0.033,0.162,0.176,0.002,0.142,0.044,0.217,0.017,0.057,0.025,0.046
"CAMKK2;129;",NA,NA,0.029,0.092,0.038,0.502,0.003,0.432,0.002,0.629,0.012,0.385,0.023,0.272,0.017,0.424,0.002,0.216,0.017,0.127,0,0.169,0.012,0.224,0.016,0.296,0.009,0.325,0.007,0.675,0,0.097,0.02,0.244,0.038,0.445,0.019,0.279,0.009,0.353,0.01,0.29
"CAMKK2;132;",NA,NA,0,0.182,0,0.125,0,0.061,0,0.319,0.002,0.142,0.006,0.163,0.005,0.098,0,0.073,0.003,0.099,0.002,0.058,0.017,0.176,0.003,0.071,0.007,0.198,0.001,0.076,0,0.112,0.01,0.19,0.016,0.129,0.004,0.109,0,0.086,0,0.127
"CAMKK2;133;",NA,NA,0.007,0.056,0.006,0.384,0.001,0.415,0,0.518,0.008,0.377,0.002,0.546,0.01,0.477,0,0.251,0.022,0.111,0,0.101,0.004,0.204,0.009,0.299,0.005,0.306,0.001,0.669,0,0.326,0.031,0.29,0.019,0.507,0.015,0.348,0.031,0.138,0.014,0.302
"CAMKK2;136;",NA,NA,0.003,0.022,0,0.064,0,0.042,0,0.084,0.01,0.041,0.006,0.097,0.009,0.024,0,0.172,0.004,0.078,0,0.012,0.002,0.118,0.001,0.227,0.003,0.057,0.001,0.035,0,0.085,0.049,0.066,0.044,0.093,0.041,0.082,0.077,0.035,0.014,0.146
"CAMKK2;137;",NA,NA,0.006,0.291,0.006,0.298,0.001,0.382,0,0.159,0.009,0.466,0,0.058,0.001,0.172,0,0.18,0.003,0.161,0,0.097,0.001,0.112,0.004,0.05,0.004,0.262,0.001,0.19,0.001,0.129,0.02,0.161,0.011,0.405,0.008,0.119,0.022,0.101,0.005,0.173
"CAMKK2;495;",NA,NA,0.007,0.171,0.001,0.045,0.074,0.039,0.002,0.035,0.009,0.042,0.03,0.1,0.044,0.082,0.004,0.089,0.045,0.121,0.045,0.109,0.007,0.061,0.001,0.112,0.053,0.071,0.009,0.029,0.005,0.086,0.005,0.241,0.006,0.163,0.117,0.166,0.009,0.1,0.037,0.083
"CAMKK2;511;",NA,NA,0.425,0.129,0.426,0.066,0.796,0.049,0.009,0.108,0.262,0.039,0.35,0.071,0.15,0.071,0.573,0.114,0.283,0.053,0.51,0.307,0.528,0.055,0.326,0.033,0.562,0.083,0.459,0.022,0.709,0.048,0.175,0.066,0.517,0.062,0.477,0.051,0.766,0.157,0.341,0.116
"CAMKK2;91;",NA,NA,0,0.209,0.003,0.083,0,0.212,0,0.088,0,0.467,0.002,0.169,0.001,0.159,0,0.228,0.013,0.203,0,0.13,0.005,0.209,0.006,0.06,0.004,0.472,0.002,0.453,0.001,0.128,0.086,0.271,0.092,0.414,0.074,0.128,0.151,0.129,0.02,0.251
"CAMKK2;99;",NA,NA,0.008,0.147,0.001,0.03,0.013,0.025,0,0.04,0.011,0.015,0,0.033,0.018,0.008,0.002,0.017,0.008,0.027,0.006,0.002,0.003,0.058,0.004,0.067,0.02,0.068,0.003,0.035,0.006,0.031,0.004,0.128,0.011,0.211,0.001,0.109,0.002,0.036,0.011,0.025
"CAML;53;",NA,NA,0.001,0.268,0.01,0.05,0,0.104,0,0.031,0.006,0.173,0.006,0.276,0.012,0.224,0.001,0.254,0.035,0.203,0.001,0.223,0.006,0.13,0.013,0.514,0.018,0.196,0.001,0.13,0,0.411,0.013,0.566,0.014,0.233,0.016,0.222,0.006,0.284,0.023,0.266
"CAML;55;",NA,NA,0.001,0.216,0.002,0.013,0,0.034,0,0.232,0.003,0.032,0.007,0.133,0.002,0.114,0,0.072,0.022,0.107,0,0.021,0.021,0.167,0.001,0.03,0.016,0.05,0.001,0.343,0.001,0.028,0.025,0.132,0.041,0.081,0.004,0.082,0.003,0.278,0.004,0.192
"CAMSAP1;1069;",NA,NA,0.133,0.821,0.065,0.842,0.105,0.764,0.214,0.888,0.018,0.372,0.118,0.893,0.261,0.881,0.218,0.845,0.284,0.897,0.125,0.66,0.144,0.779,0.476,0.85,0.091,0.796,0.077,0.803,0.03,0.877,0.192,0.762,0.009,0.854,0.031,0.951,0.031,0.941,0.16,0.858
"CAMSAP1;1133;",NA,NA,0,0.697,0.003,0.633,0,0.811,0,0.865,0.001,0.722,0.005,0.662,0.004,0.732,0,0.715,0.003,0.525,0,0.643,0.003,0.421,0,0.864,0.006,0.552,0,0.803,0,0.88,0.075,0.778,0.112,0.771,0.087,0.912,0.165,0.303,0.023,0.719
"CAMSAP1;1135;",NA,NA,0.014,0.168,0.003,0.06,0.09,0.043,0.003,0.051,0.007,0.043,0.093,0.226,0.047,0.32,0.015,0.199,0.04,0.189,0.046,0.465,0.016,0.18,0.001,0.519,0.051,0.229,0.014,0.43,0.004,0.47,0.02,0.558,0.025,0.201,0.121,0.277,0.024,0.299,0.083,0.348
"CAMSAP1;559;",NA,NA,0,0.043,0,0.106,0,0.101,0,0.024,0,0.104,0.006,0.147,0.009,0.312,0,0.151,0.021,0.083,0.001,0.065,0.006,0.146,0.01,0.03,0.005,0.133,0.001,0.372,0,0.061,0.008,0.172,0.007,0.202,0.006,0.14,0.005,0.092,0.001,0.153
"CAMSAP1;560;",NA,NA,0.005,0.278,0.005,0.6,0.001,0.597,0,0.657,0.012,0.755,0.009,0.208,0.009,0.359,0,0.202,0.022,0.155,0.001,0.258,0.005,0.16,0.006,0.288,0.011,0.28,0.004,0.712,0.002,0.171,0.002,0.111,0.01,0.505,0.008,0.262,0.004,0.133,0,0.265
"CAMSAP1;569;",NA,NA,0.009,0.214,0.003,0.273,0.002,0.208,0.111,0.093,0,0.444,0.032,0.129,0.021,0.228,0.003,0.179,0.025,0.077,0.014,0.078,0.012,0.057,0.021,0.05,0.02,0.169,0.077,0.047,0.029,0.093,0.06,0.124,0.003,0.2,0.025,0.044,0.021,0.089,0.007,0.042
"CAMSAP1L1;1137;",NA,NA,0.001,0.177,0.003,0.119,0,0.149,0.007,0.078,0.003,0.232,0.002,0.036,0.004,0.016,0,0.016,0.002,0.054,0.001,0.005,0.003,0.047,0.009,0.025,0.012,0.048,0.007,0.021,0.007,0.011,0.016,0.062,0,0.08,0.003,0.108,0.002,0.033,0,0.029
"CAMSAP1L1;1302;",NA,NA,0.009,0.106,0.004,0.036,0.601,0.026,0.002,0.044,0.027,0.012,0.115,0.084,0.079,0.039,0.05,0.066,0.01,0.02,0.125,0.011,0.074,0.137,0.034,0.103,0.374,0.043,0.034,0.03,0.016,0.046,0.012,0.06,0.021,0.077,0.158,0.13,0.07,0.046,0.31,0.072
"CAMSAP1L1;855;",NA,NA,0.128,0.43,0.061,0.335,0.131,0.21,0.243,0.282,0.009,0.401,0.101,0.222,0.162,0.357,0.219,0.389,0.146,0.459,0.115,0.598,0.121,0.56,0.461,0.427,0.056,0.375,0.088,0.098,0.018,0.408,0.2,0.316,0.056,0.311,0.022,0.371,0.009,0.823,0.162,0.37
"CAND1;140;",NA,NA,0.003,0.128,0.002,0.082,0.001,0.04,0,0.124,0.007,0.059,0.007,0.037,0.011,0.012,0,0.05,0.025,0.067,0.005,0.042,0.004,0.077,0.006,0.045,0.013,0.049,0.001,0.031,0.004,0.061,0.003,0.096,0.011,0.178,0.005,0.047,0.004,0.036,0.001,0.042
"CANX;553;",NA,NA,0.002,0.263,0.006,0.114,0,0.217,0,0.076,0.006,0.351,0.011,0.07,0.012,0.061,0,0.058,0.037,0.105,0.004,0.035,0.016,0.133,0.008,0.04,0.014,0.035,0.002,0.037,0.009,0.009,0.019,0.116,0.014,0.081,0.021,0.125,0.009,0.039,0.03,0.074
"CANX;561;",NA,NA,0.006,0.177,0.012,0.138,0.002,0.203,0,0.11,0.014,0.221,0.005,0.042,0.005,0.092,0,0.032,0.011,0.083,0,0.003,0.009,0.103,0.01,0.017,0.003,0.011,0.002,0.16,0.001,0.017,0.021,0.129,0.037,0.096,0.003,0.072,0.001,0.03,0.004,0.102
"CANX;563;",NA,NA,0.003,0.229,0.008,0.054,0,0.155,0.017,0.068,0.007,0.301,0.007,0.058,0.015,0.022,0.001,0.044,0.013,0.072,0.001,0.012,0.008,0.049,0.025,0.039,0.013,0.09,0.077,0.027,0.007,0.019,0.021,0.116,0.006,0.077,0.003,0.077,0.017,0.099,0.007,0.094
"CANX;582;",NA,NA,0.01,0.395,0.049,0.395,0.01,0.392,0.274,0.325,0.002,0.745,0.072,0.122,0.017,0.413,0.041,0.206,0.008,0.321,0.014,0.303,0.011,0.112,0.014,0.073,0.043,0.391,0.21,0.442,0.022,0.268,0.175,0.144,0.002,0.52,0.061,0.255,0.032,0.116,0.024,0.139
"CAP;307;",NA,NA,0.009,0.365,0.013,0.554,0.002,0.584,0,0.403,0.015,0.324,0.004,0.137,0.004,0.386,0,0.096,0.012,0.298,0,0.176,0.015,0.147,0.004,0.146,0.016,0.251,0.004,0.542,0.001,0.178,0.066,0.143,0.072,0.415,0.045,0.296,0.089,0.149,0.019,0.215
"CAP;309;",NA,NA,0.009,0.609,0.013,0.555,0.002,0.615,0.107,0.916,0.002,0.655,0.034,0.598,0.007,0.544,0.003,0.319,0.005,0.481,0.011,0.391,0.005,0.279,0.007,0.521,0.008,0.428,0.199,0.773,0.02,0.617,0.157,0.301,0.008,0.392,0.058,0.484,0.039,0.07,0.015,0.487
"CAP70;492;",NA,NA,0.448,0.459,0.198,0.697,0.054,0.417,0.842,0.395,0.1,0.458,0.515,0.269,0.321,0.248,0.221,0.446,0.355,0.373,0.226,0.504,0.312,0.474,0.263,0.228,0.109,0.393,0.381,0.068,0.151,0.223,0.487,0.226,0.135,0.319,0.152,0.228,0.029,0.83,0.441,0.305
"CAPER;100;",NA,NA,0.005,0.284,0.001,0.258,0.001,0.239,0,0.409,0.007,0.044,0.007,0.181,0.008,0.1,0.001,0.09,0.002,0.076,0.002,0.193,0.012,0.327,0.01,0.244,0.011,0.208,0.003,0.137,0,0.252,0.023,0.217,0.019,0.257,0.007,0.256,0.002,0.241,0.003,0.274
"CAPER;127;",NA,NA,0.529,0.252,0.431,0.11,0.805,0.139,0.084,0.091,0.32,0.122,0.482,0.177,0.127,0.333,0.581,0.15,0.324,0.158,0.496,0.079,0.588,0.12,0.338,0.041,0.341,0.161,0.471,0.372,0.725,0.144,0.277,0.222,0.697,0.18,0.539,0.221,0.943,0.125,0.4,0.166
"CAPER;129;",NA,NA,0.09,0.237,0.248,0.193,0.811,0.224,0.237,0.226,0.223,0.359,0.368,0.115,0.259,0.226,0.233,0.185,0.165,0.113,0.346,0.127,0.403,0.079,0.125,0.062,0.484,0.167,0.473,0.046,0.556,0.131,0.315,0.199,0.223,0.115,0.611,0.158,0.412,0.156,0.449,0.097
"CAPER;136;",NA,NA,0.008,0.175,0.005,0.396,0.001,0.283,0.038,0.296,0.009,0.425,0.014,0.107,0.026,0.229,0.001,0.075,0.027,0.092,0.009,0.103,0.009,0.202,0.031,0.154,0.015,0.287,0.068,0.309,0.013,0.121,0.02,0.147,0.006,0.529,0.009,0.372,0.02,0.134,0.007,0.163
"CAPER;146;",NA,NA,0.01,0.475,0.006,0.58,0,0.802,0.038,0.752,0.004,0.617,0.011,0.229,0.002,0.484,0,0.058,0.007,0.295,0.005,0.246,0.005,0.23,0.007,0.296,0.006,0.385,0.068,0.571,0.005,0.246,0.044,0.198,0.005,0.448,0.028,0.322,0.034,0.337,0.003,0.309
"CAPER;97;",NA,NA,0.033,0.252,0.075,0.232,0.024,0.157,0.254,0.09,0.014,0.353,0.095,0.089,0.059,0.121,0.042,0.129,0.073,0.183,0.019,0.112,0.051,0.153,0.018,0.057,0.077,0.13,0.249,0.36,0.044,0.055,0.279,0.342,0.144,0.212,0.196,0.126,0.203,0.102,0.074,0.121
